rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R03278524,a102358427,landry,feimster,lafferty,m,14,25/11/2006, 1  killarney  road  warwick , loch  lomond ,4465,qld, 07  5210  1229 ,lafferty86@mail.com.au,secondary-school,n/a,0,n/a,0,2020-01-25t13:34+00:00
R72447968,b174986472,marc,edward,harris,m,61,5/10/1958, 30  Excelsior  Parade , Carey  Bay ,2283,NSW, 02  6227  7005 ,nchkthppdd@mail.com,advance-diploma,other-technician,, 7961  9069  1362  9218 ,43,2019-05-19T16:51+00:00
R95693088,a103698895,joann,lequita,carter,f,42,16/3/1978, 7  springfield  avenue  carinthia , potts  point ,2011,nsw, 02  0205  0092 ,,doctoral-degree,legislator,, 6280  3364  8153  5985 ,23,2020-01-24t04:43+00:00
R22521633,f162513322,jasmine,,holt,f,7,30/12/2013, 10  davis  road  glynde  lodge  reti ,glynde,5070,sa, 08  6971  3167 ,jasmine.holt@mail.com.au,primary-school,n/a,0,n/a,0,2020-05-01t13:42+00:00
R02439857,i157029384,clair,pamela,jones-massey,f,23,24/9/1997, 200  almurta  road  heidelberg  springs , glen  forbes ,3990,vic, 03  3314  3971 ,clair.jones-massey@aol.com,certificate-i,carer,68888, 3369  6004  5704  7209 ,4,2020-05-25t06:25+00:00
R49996299,c192999469,jason,joseph,chambers,m,60,21/5/1960, 12  sutton  street  flt  167 , north  melbourne ,3051,vic, 03  5694  8222 ,chambers.jason@aol.com,certificate-iii,ict-technician,94201, 2284  1519  0092  2076 ,41,2020-05-13t01:33+00:00
R92023349,d129423039,daniel,thomas,canipe,m,18,8/7/2002, 27  warrandyte  road  kangaroo  ground  warrandy  road ,warrandyte,3113,vic, 03  8791  2393 ,daniel49@mail.com,senior-secondary-school,casual-worker,, 1634  1189  9074  4365 ,1,2020-02-05t04:27+00:00
R99977391,e191799397,courtney,t,cox,m,32,24/9/1988, 1217  grand  junction  road  lutheran  hostel , hope  valley ,5090,sa, 08  2946  3446 ,courtney5@yahoo.com,certificate-ii,construction-worker,60861, 5809  2212  7683  7105 ,13,2020-01-10t04:31+00:00
R69081782,e182190687,joseph,dean,lewis,m,55,25/1/1965, 36  martins  lane  billabong ,portsea,3944,vic, 03  9091  3209 ,lewis.joseph@hotmail.com,certificate-iv,other-worker,50612, 3262  4332  8542  7133 ,33,2017-02-02t08:24+00:00
R45082678,h140768285,george,earl,wolfe,f,58,29/3/1962, 54  kilburn  grove  mirrabooka , mount  martha ,3934,vic, 03  8599  1142 ,,bachelor-degree,other-technician,, 7129  3071  2015  8290 ,39,2020-03-24t05:24+00:00
R65831457,c143156587,stacey,dawn,hall,f,31,21/5/1988, 1  Acacia  Road  Wentworth  Court ,Sutherland,2232,NSW, 02  8046  7729 ,hall72@mail.com.au,diploma,construction-worker,-9999, 7300  9811  4729  6897 ,13,2019-11-07T18:15+00:00
R41956184,f195484116,john,houston,emma,f,61,5/7/1959, 20  Sweetland  Road , Box  Hill ,3128,VIC, 03  3852  5419 ,idsrlpqiar@mail.com.au,secondary-school,factory-worker,10146, 5322  3914  5213  8047 ,42,2020-11-18T19:10+00:00
R70983216,a139076821,anthony,b,weathersby,f,20,15/3/2000, 42  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  2298  3572 ,keodgdtfpd@mail.com.au,secondary-school,other-labourer,11978, 5768  7662  8999  4020 ,1,2020-06-27t17:01+00:00
R10391227,g112721930,maureen,paige,williams,f,24,15/12/1994, 13  london  circuit  london  court , canberra  city ,2601,act, 02  9336  4534 ,,diploma,other-worker,, 2516  3423  6171  0254 ,7,2018-09-22T11:07+00:00
R14929550,i120951549,sara,,ennis,f,56,9/3/1964, 22  hearn  street  flt  1 ,drouin,3818,vic, 03  6096  2142 ,ennis98@mail.com.au,advance-diploma,education-professional,101660, 3226  7742  0617  9323 ,37,2020-01-07t19:18+00:00
R36028288,i180228836,rmichelle,lee,allen,f,25,21/5/1995, 55  ferrells  road  ashmond  villas ,cooroy,4563,qld, 07  7613  7653 ,rmichelle56@yahoo.com,certificate-iii,construction-worker,-9999, 7764  7554  9265  9899 ,6,2020-03-06t18:44+00:00
R99190912,h191992910,annie,h,elliott,f,35,1/7/1985, 40  verney  street  westaway  towers ,caloundra,4551,qld, 07  6444  4747 ,elliott.annie@gmail.com,advance-diploma,health-professional,80592, 6885  1676  0714  2060 ,16,2020-02-15t16:15+00:00
R30217317,e133271107,robert,shane,holly,m,34,31/7/1986, 10  windemere  terrace  commercial  real  estate ,toowoomba,4350,qld, 07  0407  0328 ,robert70@gmail.com,bachelor-degree,legal-professional,111562, 2832  1143  2398  4896 ,15,2020-04-11t14:33+00:00
R22307091,g192071302,wesley,,neeley,m,64,11/11/1956, 31  hall  road  pearces  creek ,booyong,2480,nsw, 02  5064  5966 ,,diploma,automotive-worker,, 3047  9634  9049  2898 ,44,2019-06-23t18:21+00:00
R06792937,c179973206,jerry,ray,king,m,53,6/10/1967, 26  isa  street  corbould , mount  isa ,4825,qld, 07  6291  1483 ,king48@gmail.com,certificate-ii,engineering-worker,, 2281  3716  5365  3363 ,34,2020-06-14t07:49+00:00
R39905325,g139350952,zachary,christian,campbell,m,51,26/7/1965, 2  Glen  Court ,Devonport,7310,TAS, 03  9355  3677 ,zachary.campbell@hotmail.com,certificate-iv,engineering-worker,77102, 9180  2487  0005  5857 ,27,2007-09-26T09:09+00:00
R54253352,i122343555,angela,cree,lee,f,52,18/5/1968, 20  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  6020  9239 ,galjpiehpp@hotmail.com,senior-secondary-school,secretary,30902, 8172  2860  0654  8028 ,30,2017-12-08t10:31+00:00
R19637035,a153703196,kais,randle,ross,m,61,8/7/1959, 31  william  street  wright  wyd , hoppers  crossing ,3029,vic, 03  5815  5968 ,kais.ross@yahoo.com,certificate-i,clerks,40832, 2313  9609  5123  4468 ,41,2019-08-21t24:32+00:00
R65377876,a163758677,vanessa,l,elkins,f,31,16/2/1989, 199  aumuller  street  aumuller  house ,westcourt,4870,qld, 07  2742  1409 ,pfahcbqkoh@gmail.com,graduate-certificate,education-professional,-9999, 5500  8441  6270  9265 ,10,2018-06-22t15:31+00:00
R10186805,g188151006,christopher,allen,fleming,m,74,4/7/1946, 853  right  bank  road  killarney  park , belmore  river ,2440,nsw, 02  5081  7199 ,fleming.christopher@gmail.com,senior-secondary-school,clerks,, 9200  7773  4919  8451 ,53,2018-07-24t23:50+00:00
R72645088,h147280685,netha,hall,dube,f,50,31/10/1970, 503  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw, 02  1736  6499 ,,bachelor-degree,ict-technician,-9999, 3765  5745  1812  4820 ,26,2015-07-26t22:38+00:00
R66004646,d164066046,jose,monroe,rivas,m,18,27/8/1999, 120  Princess  Street ,Kew,3101,VIC, 03  6896  3176 ,rivas17@yahoo.com,certificate-ii,carer,73889, 7009  6450  9801  6830 ,2,2017-05-23T20:37+00:00
R88775596,g167759858,nathaniel,anthony,carroll,f,24,1/2/1996, 1653  plenty  road  sunbury , bushy  park ,7140,tas, 03  6655  0085 ,carroll.nathaniel@mail.com.au,senior-secondary-school,taxi-driver,17643, 0728  3602  9320  1304 ,5,2020-03-24t02:09+00:00
R03936652,d136269035,judy,ester,lambkin,f,67,10/4/1953, 85  hester  street  cambrai  vlge ,merriwa,6030,wa, 08  9320  7452 ,oormttdget@mail.com.au,graduate-diploma,health-professional,133688, 2194  1455  7225  2185 ,48,2020-04-12t17:12+00:00
R47735730,e173437570,eric,allan,snow,m,14,23/6/2006, 100  cocata  street  sect  17 ,cocata,5654,sa, 08  5699  2790 ,sgnlnigngr@mail.com.au,secondary-school,n/a,-9999,n/a,0,2020-07-27t12:28+00:00
R41326499,a114932694,michael,dyonne,morris,f,50,8/10/1970, 3331  coral  road  benjamin  lagoon , humpty  doo ,0836,nt, 08  2506  7019 ,michael.morris@yahoo.com,senior-secondary-school,cleaner,18505, 8723  7745  3666  8331 ,31,2020-02-16t21:19+00:00
R77834936,g137847369,rose,,hinton,f,7,10/5/2013, 149  wickham  terrace  morris  twrs ,brisbane,4000,qld, 07  3449  5646 ,gqapdrcsql@gmail.com,primary-school,n/a,0,n/a,0,2020-03-16t18:38+00:00
R53610057,g157315600,prather,shatell,robertson,f,14,26/1/2006, 96  stirling  terrace  cineplex  centre ,albany,6330,wa, 08  6526  0386 ,oclfbiheqi@aol.com,secondary-school,n/a,0,n/a,0,2020-02-10t11:35+00:00
R79600300,h109007360,joseph,allen,shirley,m,56,12/6/1960, 18  North  Street ,Dunsborough,6281,WA,,joseph77@yahoo.com,certificate-iii,other-technician,, 9288  9551  3251  5037 ,41,2016-11-22T17:22+00:00
R12182841,d182841112,michael,lee,strickland,f,29,1/9/1991, 39  willowbank  road  linden  vale ,gisborne,3437,vic, 03  7817  4257 ,cmlgbgihrc@aol.com,diploma,engineering-worker,, 6097  5474  4957  0748 ,10,2020-05-25t18:22+00:00
R83964815,i163198854,diane,lashanc,wilson,f,35,6/1/1982, 111  Bloomfield  Street , Alice  Springs ,0870,NT, 08  1419  2157 ,diane72@gmail.com,certificate-iii,ict-technician,-9999, 3030  9766  8775  3303 ,3,2001-08-11T12:39+00:00
R21519140,c141920511,pamela,louise,tomlinson,f,26,9/7/1994, 11  southern  cross  drive  pacific  palms ,ballina,2478,nsw, 02  5603  8270 ,pamela19@mail.com.au,certificate-iii,other-worker,66070, 7779  8416  0081  5732 ,7,2020-05-23t22:44+00:00
R57917831,c193157718,margaret,lynn,shepherd,f,14,2/7/2006, 916  stumers  road  rp  9042 , mount  crosby ,4306,qld, 07  0465  1445 ,shepherd.margaret@mail.com.au,secondary-school,n/a,0,n/a,0,2020-06-16t22:40+00:00
R21685203,g162250381,joseph,earl,morris,m,57,20/10/1963, 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  1788  1677 ,joseph77@aol.com,senior-secondary-school,clerical-worker,43025, 9596  5485  9728  3674 ,38,2020-04-26t16:12+00:00
R40315438,f105384134,kevin,robert,edney,f,49,21/3/1971, 27  caloola  crescent  raaf  base ,darwin,0800,nt, 08  1518  4084 ,ptchantgtr@mail.com,certificate-i,clerks,, 9115  3696  2139  0793 ,30,2020-04-03t09:14+00:00
R73080563,g168037350,calvin,miguel,pettit,f,22,11/4/1998, 100  petschels  lane  rocks  &  roses ,hamilton,3300,vic, 03  7487  6654 ,pettit35@aol.com,certificate-i,personal-services-worker,37472, 6350  9014  9819  6529 ,3,2020-02-15t02:50+00:00
R40993980,i189390094,ashelee,elizabeth,green,f,43,3/10/1977, 74  wardoo  street  the  domain ,ashmore,4214,qld, 07  2737  2782 ,ashelee16@hotmail.com,bachelor-degree,ict-technician,98906, 6603  5604  2219  8883 ,24,2020-03-10t14:54+00:00
R46296243,f126962443,christopher,lee,brennan,f,26,13/11/1994, 15  cloak  place  cloak  cottage , old  beach ,7017,tas, 03  2674  2370 ,,certificate-iv,other-technician,, 9943  7712  0672  0306 ,7,2020-04-05t14:44+00:00
R12523838,c128853213,grace,domingo,carter,f,35,16/12/1985, 620  gembrook  road  diamond  park , pakenham  upper ,3810,vic, 03  7512  5966 ,carter.grace@gmail.com,certificate-iv,ict-technician,-9999, 5114  3630  3636  0482 ,16,2020-04-25t16:37+00:00
R96567670,e170766569,james,thomas,cronkite,m,76,22/4/1944, 680  riverview  terrace  riverview  heights ,albury,2640,nsw, 02  5135  6299 ,cronkite78@yahoo.com,graduate-certificate,re-tired,0, 9964  1975  6996  8426 ,45,2020-02-14t21:09+00:00
R26582674,c162682547,francis,,daughtry,m,32,31/8/1986, 10  Landen  Avenue , Glen  Waverley ,3150,VIC, 03  9716  1454 ,daughtry84@mail.com,certificate-i,personal-services-worker,36980, 1075  6391  6716  3049 ,13,2016-11-07T09:03+00:00
R22817043,a181230724,john,michael,murphy,m,10,28/4/2010, 81  invermay  road  invermay  farm ,monbulk,3793,vic, 03  9875  9490 ,,primary-school,n/a,-9999,n/a,0,2020-01-09t14:36+00:00
R00109745,g100574109,oscar,louis,hart,f,65,17/2/1955, 115  loch  wonthaggi  road  quamby ,loch,3945,vic, 03  6017  2027 ,oscar12@gmail.com,senior-secondary-school,taxi-driver,18315, 1573  3247  5695  8669 ,46,2020-04-27t04:19+00:00
R90494290,d100249994,sparkle,cress,zandy,f,65,11/4/1955, 99  fairview  road  black  flat ,hall,2618,act, 02  2495  0959 ,sparkle32@mail.com,bachelor-degree,legal-professional,-9999, 5344  9118  0474  6409 ,45,2019-05-11t10:14+00:00
R05192269,i152169920,darren,andrew,silver,m,50,20/5/1970, 1629  bishopsbourne  road  woodstock ,longford,7301,tas, 03  5690  8678 ,darren.silver@mail.com,bachelor-degree,legal-professional,132587, 6256  4966  5517  3626 ,31,2020-07-11t18:22+00:00
R43011803,e108330411,richard,lee,boone,f,56,20/6/1964, 159  widgiewa  road  catsspoor ,bungendore,2621,nsw, 02  7880  3710 ,stsnkkhdbn@gmail.com,certificate-iii,ict-technician,90567, 1777  4709  1191  2096 ,36,2019-09-18t24:30+00:00
R32373336,i133672333,clarissa,andrea,gooding,f,25,21/4/1995, 15  georgina  avenue  flt  3 ,gorokan,2263,nsw, 02  6544  3890 ,clarissa.gooding@gmail.com,advance-diploma,health-professional,84829, 2375  9064  2504  0152 ,6,2020-06-14t13:36+00:00
R64145642,h144564621,tamaiya,monique,hudgins,f,62,7/5/1958, 81  smith  street  aant  house ,darwin,0800,nt, 08  3259  2183 ,bjhbfcgaeb@mail.com.au,advance-diploma,other-technician,82491, 6248  6102  7422  0193 ,40,2017-04-16t21:07+00:00
R89758033,d195887330,henry,christopher,campbell,f,43,4/1/1977, 1  milikapiti  street  snake  bay , melville  island ,0822,nt,,campbell.henry@yahoo.com,senior-secondary-school,farm-worker,11796, 2541  4377  4553  1287 ,22,2018-04-11t24:28+00:00
R16705810,d168701105,ruby,gale,jordan,f,39,25/11/1981, 155  kangaroo  ground  road  orroroo , wattle  glen ,3096,vic, 03  6260  5892 ,ruby.jordan@gmail.com,graduate-diploma,art-media-professional,, 1655  0649  5496  3354 ,16,2016-05-04t01:51+00:00
R41715278,a181715274,christopher,teyon,midgett,m,20,29/5/2000, 3290  dawson  highway  lanark ,calliope,4680,qld, 07  3421  7509 ,christopher62@aol.com,senior-secondary-school,personal-assistant,-9999, 6540  6494  8474  8366 ,1,2020-07-14t16:57+00:00
R49990914,h199094491,william,wumpini,lyon,f,35,13/1/1985, 7  Yarck  Court ,Sunbury,3429,VIC, 03  7726  8173 ,william.lyon@gmail.com,graduate-diploma,manager,, 9788  7427  8102  2138 ,16,2020-05-13T19:19+00:00
R67555357,d155563757,william,talandish,gaston,m,26,11/1/1994, 35  cavanaugh  street  unt  2 ,phillip,2606,act, 02  5640  3492 ,jlehiankdp@aol.com,diploma,engineering-worker,, 9138  2293  0876  8856 ,1,2014-07-24t20:09+00:00
R52607356,a162053765,megan,costello,webb,f,77,20/1/1943, 100  marine  parade  southport  medical  centre ,southport,4215,qld, 07  5930  9790 ,megan.webb@mail.com.au,advance-diploma,re-tired,0, 4253  0998  9647  9898 ,45,2020-03-06t20:47+00:00
R29790144,a114947092,ellis,newell,farrington,f,65,7/4/1955, 120  eagle  street  studio  exclusive  arcade ,longreach,4730,qld, 07  3872  7074 ,farrington51@aol.com,certificate-iv,ict-technician,147959, 8246  9692  3020  7180 ,45,2019-02-12t24:59+00:00
R41947475,d115474479,joseph,omer,snyder,m,11,7/6/2009, 9  cavenagh  street  national  mutual  centre ,darwin,0800,nt, 08  2840  2136 ,snyder39@aol.com,primary-school,n/a,-9999,n/a,0,2020-06-08t24:36+00:00
R39641392,g149361392,nicole,truelove,roberts,f,64,4/6/1956, 79  kaputar  road  wattle  valley ,narrabri,2390,nsw, 02  7981  7534 ,roberts.nicole@yahoo.com,certificate-iv,engineering-worker,59855, 3882  5975  5690  9825 ,45,2020-01-26t09:30+00:00
R22359667,g153629276,john,siler,harris,m,31,13/5/1989, 51  Laurina  Avenue ,Yarrawarrah,2233,NSW, 02  0615  3369 ,john.harris@mail.com,certificate-iv,engineering-worker,61542, 7242  0186  7315  7369 ,12,2020-01-27T17:57+00:00
R99791718,a189719179,lonnie,,pratt,m,35,8/9/1985, 19  allambie  rise  tovarur , noosa  heads ,4567,qld, 07  7008  7856 ,lonnie50@mail.com.au,diploma,engineering-worker,81200, 1779  8467  6994  3818 ,15,2019-12-16t19:36+00:00
R12229488,c194822218,toby,m,dunn,f,33,2/8/1987, 5  Bottle  Bend , Forest  Hill ,3131,VIC, 03  0240  6320 ,dunn2@aol.com,bachelor-degree,health-professional,141745, 6635  5133  3303  7779 ,14,2020-12-10T05:23+00:00
R65908029,h182990605,jeremy,chapel,queen,f,50,5/5/1970, 308  rockonia  road  little  creekholme , north  rockhampton ,4701,qld, 07  3844  9318 ,jeremy.queen@mail.com,graduate-diploma,general-manager,127142, 4611  3099  3512  3034 ,26,2015-08-11t12:29+00:00
R97532555,a135725595,adam,randall,le,m,60,23/5/1960, 1  alpine  highway  hotham  heights , mount  hotham ,3741,vic, 03  4649  0168 ,le60@yahoo.com,certificate-ii,carer,33093, 7236  4659  3604  9367 ,41,2020-12-01T06:33+00:00
R71481836,i181347861,billy,l,rummel,f,26,28/8/1994, 965  barwon  downs  road  ard  mohr , barwon  downs ,3243,vic, 03  5859  6583 ,,advance-diploma,ict-technician,95245, 2793  5613  4035  3161 ,5,2018-01-16t10:21+00:00
R91506806,b108601659,ian,james,kelly,m,20,8/1/2000, 3  kingfisher  parade  newhaven  court , north  rockhampton ,4701,qld, 07  1749  3376 ,ian54@mail.com.au,diploma,other-technician,112927, 5283  7072  1522  3996 ,1,2020-02-19t12:46+00:00
R15478991,h154971198,linwood,benedict,heck,m,22,12/11/1998, 187  the  boulevard  flt  2 ,ivanhoe,3079,vic, 03  8002  9689 ,heck81@yahoo.com,bachelor-degree,ict-technician,90777, 7836  4610  6120  2385 ,3,2020-03-26t06:56+00:00
R10464850,g168541040,richard,douglas,gray,f,51,25/2/1969, 1947  cobden  road  cavers  hill ,simpson,3266,vic,,mjnhkmfsle@yahoo.com,graduate-diploma,chief-executive,179598, 3252  7310  5287  5128 ,31,2019-12-12t03:01+00:00
R92583257,b159385722,charles,bernard,stack,f,22,7/6/1998, 59  george  street  warrina  park ,paradise,5075,sa, 08  6834  4629 ,charles14@mail.com,certificate-iv,ict-technician,-9999, 6743  4560  8029  3617 ,3,2020-01-12t04:30+00:00
R17667701,h161170677,justin,lemuel,smith,m,9,1/1/2011, 100  wiltunga  road  sect  186 ,bute,5560,sa, 08  7570  1056 ,smith8@yahoo.com,primary-school,n/a,-9999,n/a,0,2020-06-08t06:59+00:00
R27060182,d167802021,gregg,j,smith,f,64,7/6/1956, 1511  mount  hicks  road  blackwood  lodge ,yolla,7325,tas, 03  0192  6207 ,gregg.smith@yahoo.com,secondary-school,other-labourer,16563, 4186  3011  8959  1995 ,45,2020-03-22t12:54+00:00
R10989238,a121839098,james,edward,deberry,m,71,10/4/1949, 27  caloola  crescent  raaf  base ,darwin,0800,nt, 08  2047  7441 ,james81@mail.com,diploma,engineering-worker,82128, 8908  7255  6982  4905 ,52,2020-04-25t04:33+00:00
R09542476,i104749256,lori,marche,brooks,f,30,4/7/1990, 22  mitchell  street  central  specialist  clinic ,darwin,0800,nt,,lori18@gmail.com,bachelor-degree,ict-technician,123430, 2326  6624  3426  1919 ,11,2020-04-09t20:38+00:00
R15674713,b171463571,joshua,wayne,coello,m,28,4/8/1992, 3331  coral  road  benjamin  lagoon , humpty  doo ,0836,nt,,rmhqtrfsnr@mail.com,secondary-school,part-time-worker,9768, 1240  6422  0840  2524 ,9,2020-02-09t16:11+00:00
R38611050,e111586030,christopher,ray,elliott,f,66,28/6/1954, 735  dickins  road  kullaroo , freshwater  creek ,3216,vic,,christopher20@gmail.com,certificate-ii,other-worker,72262, 6455  6001  3321  0044 ,47,2020-07-04t21:23+00:00
R30972255,a125320597,john,ernest,mowery,m,19,18/4/2001, 3  north  street  wattle  cottage ,devonport,7310,tas, 03  8091  4778 ,fbgadqdptk@mail.com.au,certificate-i,carer,55266, 2652  0777  5661  7428 ,0,2020-04-06t08:29+00:00
R83879351,g185381397,david,william,alston,m,21,9/8/1999, 4  map  street  mabuiag  island , thursday  island ,4875,qld,,david34@aol.com,certificate-i,health-support-worker,75067, 0103  3991  1777  5643 ,2,2020-03-13t03:17+00:00
R27668151,c121686751,katharine,polk,elkins,f,50,24/3/1970, 22  coral  crescent  westerlee , tuross  head ,2537,nsw, 02  5800  1579 ,cdeblnlifl@hotmail.com,certificate-iii,automotive-worker,91647, 3350  8600  5479  7931 ,16,2005-11-06t22:04+00:00
R37504770,i140703577,krystal,johnson,hood,f,59,11/4/1961, 13  Wy  Yung  Drive ,Morwell,3840,VIC, 03  7293  9644 ,hood94@yahoo.com,bachelor-degree,ict-technician,81596, 8064  6681  1933  3175 ,34,2014-07-27T14:32+00:00
R22259398,g129235298,ronald,deshun,lipscomb,m,34,5/7/1986, 5  arthur  street  calypso  apartments , kings  beach ,4551,qld, 07  0975  9523 ,lipscomb26@yahoo.com,certificate-i,other-clerical-worker,31588, 0251  9676  1320  3595 ,15,2020-07-12t22:33+00:00
R91582696,d191692658,matthew,hamilton,reynolds,m,58,19/10/1962, 17  edgar  street  villa  4 ,eastwood,2122,nsw, 02  9636  1372 ,chebaiftfd@gmail.com,advance-diploma,health-professional,-9999, 5522  2676  6989  9358 ,38,2019-09-23t13:53+00:00
R55827794,b154827579,elizabeth,ann,tompkins,f,60,19/4/1960, 15  rankins  lane  apt  9 ,melbourne,3000,vic, 03  1959  3236 ,tqnasidbkq@mail.com,senior-secondary-school,taxi-driver,18914, 2951  4924  3471  5613 ,23,2002-03-24t23:37+00:00
R67372384,i138473726,connie,london,hambrick,f,39,7/1/1981, 3331  coral  road  benjamin  lagoon , humpty  doo ,0836,nt, 08  4172  9974 ,connie.hambrick@aol.com,certificate-iii,construction-worker,-9999, 0719  7047  2962  8072 ,14,2014-10-10t21:03+00:00
R11052122,g122151102,william,james,hunt,m,68,18/10/1952, 11  highland  avenue  crathie ,tumut,2720,nsw, 02  1007  0512 ,hunt.william@yahoo.com,certificate-iii,ict-technician,97236, 7419  4139  5697  3128 ,47,2018-08-06t22:48+00:00
R20720223,g127220032,ronald,william,myers,m,70,1/12/1950, 1  arthurton  road  kainton  road ,paskeville,5552,sa, 08  9034  9019 ,ronald.myers@yahoo.com,advance-diploma,education-professional,-9999, 9298  9753  6910  6011 ,38,2007-09-12t22:22+00:00
R21905125,b152519210,aaron,lee,mcgee,m,28,24/9/1992, 46  gloucester  avenue  kalyra  retirement ,belair,5052,sa,,mcgee23@mail.com.au,advance-diploma,ict-technician,140803, 6531  7658  9813  0177 ,9,2020-07-02t09:41+00:00
R47629340,f164427039,kelada,katrina,horton,f,16,21/3/2001, 48  Erica  Avenue , St  Albans ,3021,VIC, 03  5074  2523 ,ddiifeaoph@gmail.com,advance-diploma,ict-technician,140693, 5127  0016  6728  5477 ,0,2017-04-06T17:58+00:00
R85350996,e169558039,regina,anne,lassiter,f,6,25/2/2014, 1  toolara  road  cooloola  waters , tin  can  bay ,4580,qld, 07  2728  4742 ,,primary-school,n/a,0,n/a,0,2020-01-19t07:26+00:00
R63801048,b141868300,james,steedabram,ferguson,m,66,13/4/1954, 55  wetherby  road  flea , howard  springs ,0835,nt, 08  0620  2601 ,ferguson54@hotmail.com,bachelor-degree,ict-technician,107881, 9315  1149  4205  4135 ,47,2020-02-07t06:49+00:00
R33000214,h113234000,amanda,smith,peterson,f,23,5/7/1997, 8  fowler  road  cooinda ,bridgewater,5155,sa, 08  7290  0685 ,etnletrpcd@yahoo.com,certificate-ii,automotive-worker,81823, 2450  3715  1044  5435 ,4,2020-06-11t04:18+00:00
R06485972,a168974052,charlene,gail,patel,f,80,31/3/1940, 297  trippe  road  lakewood  estate , humpty  doo ,0836,nt, 08  7047  3856 ,ifsotqgdfs@mail.com.au,secondary-school,re-tired,-9999, 4396  2437  3457  8266 ,45,2020-03-22t22:35+00:00
R71733741,d171373471,christy,jean,stringfellow,f,70,24/10/1950, 36  corinna  street  corinna  chambers ,phillip,2606,act, 02  4039  7860 ,stringfellow60@aol.com,certificate-i,other-clerical-worker,-9999, 8383  1320  3658  6732 ,51,2020-04-27t10:45+00:00
R27519456,g165241759,linda,nicolemaslanka,cratty,f,48,10/6/1972, 15  the  avenue  john  paul  nursing ,heathcote,2233,nsw,,linda.cratty@mail.com.au,certificate-i,carer,, 7407  1883  7523  4648 ,29,2020-01-05t12:32+00:00
R89456771,a177561948,phyllis,smith,grear,f,30,4/3/1990, 198  radcliffe  circuit  radcliffe  estate ,radcliffe,2621,act, 02  8941  7177 ,legcebimqh@hotmail.com,certificate-iii,ict-technician,, 0378  0956  2660  1890 ,7,2016-11-12t14:58+00:00
R10709357,h190707315,bobby,wayne,holshouser,m,28,6/12/1992, 1199  ross  river  road  upper  ross  medical  centre ,rasmussen,4815,qld, 07  5700  5962 ,jobkdtodop@aol.com,masters-degree,education-professional,131619, 5774  1612  2738  9924 ,6,2017-12-24t23:16+00:00
R09388237,e123038987,dallas,anthony,gamble,m,61,17/8/1959, 140  beach  road  noarlunga  medical  centre , christies  beach ,5165,sa, 08  3799  5862 ,gamble53@mail.com.au,graduate-certificate,legislator,-9999, 1894  7636  5003  9073 ,42,2020-07-25t11:35+00:00
R04110803,f114008103,lonnie,denard,doyle,m,63,16/8/1957, 3  wallaroo  road  ettamogah ,hall,2618,act, 02  2151  2163 ,jatbeiedid@hotmail.com,certificate-iii,other-technician,147282, 4894  1199  1540  5601 ,44,2020-07-19t08:23+00:00
R57927641,c129657741,gladys,neal,faulkenberry,f,26,8/7/1994, 14  punchard  street  granny  flat ,innisfail,4860,qld, 07  3868  5187 ,gladys71@yahoo.com,graduate-certificate,legislator,108544, 8780  1548  1786  9000 ,7,2020-01-21t16:26+00:00
R73237574,a127433775,calvin,harold,cook,f,31,16/5/1989, 85  waveney  street  ainslie  house , launceston  south ,7249,tas,,tlrrskqcpn@yahoo.com,certificate-ii,engineering-worker,84625, 9429  3684  1882  1996 ,11,2019-08-26t07:41+00:00
R59657127,h169755271,alvina,mccory,morris,m,31,11/1/1989, 24  ron  penhaligon  way  emerald  lagoon ,robina,4226,qld, 07  4193  7625 ,morris82@aol.com,graduate-diploma,general-manager,182675, 6393  8263  7157  2938 ,11,2019-05-10t22:50+00:00
R89442717,a187294147,bruce,randall,lindsey,f,66,20/11/1954, 10  ferncroft  avenue  flt  6 , malvern  east ,3148,vic, 03  6844  4668 ,lindsey.bruce@gmail.com,certificate-i,clerks,-9999, 3656  4600  9404  6420 ,47,2020-03-02t12:43+00:00
R46924692,e124296469,michael,anthony,kuo,m,14,25/11/2006, 27  moore  street  village  life ,moe,3825,vic, 03  8126  1278 ,,secondary-school,n/a,0,n/a,0,2020-07-18t23:43+00:00
R08411046,c111406480,marquis,duane,brown,f,74,18/8/1946, 459  scaysbrook  drive  brentwood  village ,kincumber,2251,nsw, 02  9659  8462 ,afhsslkpoq@yahoo.com,senior-secondary-school,personal-assistant,, 8331  5779  2766  5003 ,54,2019-07-23t23:42+00:00
R45210821,e125014281,lynette,faircloth,wright,f,9,5/12/2011, 13  clarence  street  greenhills  retirem ,loch,3945,vic, 03  4422  4170 ,wright.lynette@hotmail.com,primary-school,n/a,-9999,n/a,0,2020-02-12t15:33+00:00
R73705124,a130475271,john,howard,potter,m,22,1/5/1998, 1  esplanade  street  thompsons  beach ,dublin,5501,sa, 08  6660  2577 ,john94@aol.com,senior-secondary-school,machinary-driver,14103, 1483  7508  3493  2523 ,3,2020-03-17t23:25+00:00
