rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R72178667,g186716727,christopher,marquis,kircher,m,62.0,16/1/1958, 16  claremont  crescent  claremont  cottage ,windsor,2756.0,nsw, 02  7520  6827 ,christopher92@mail.com,bachelor-degree,ict-technician,78190.0, 5898  2105  9866  2551 ,42.0,2019-09-06t10:28+00:00,rec-8631,christopher,marquis,kircher,m,56.0,16/1/1958, 4768  86582  1  1 , 605  maimuru  road  crisvale ,maimuru,2594.0,nsw, 02  7520  6827 ,,married,174.0,99.0,32.69916765755053,73.0,182.0,0.0,asymptomatic-hematuria,2014-11-13t13:26+00:00
R60071234,d137400612,virginia,lea,cox,f,61.0,10/5/1959, 25  macalister  street  st  mathews  estate , park  avenue ,4701.0,qld, 07  3320  8939 ,virginia.cox@yahoo.com,masters-degree,art-media-professional,9999.0, 7470  3523  2582  3327 ,42.0,2020-07-23t21:38+00:00,rec-23483,virginia,lea,cox,f,56.0,10/5/1959, 2289  40633  1  1 , 1  kotri  road  plan  1340 ,gemfields,4702.0,qld, 07  3320  8939 ,virginia.cox@yahoo.com,separated,191.0,93.0,25.492722238973712,69.0,201.0,0.0,left-ankle-swelling,2015-04-16t17:59+00:00
R69156811,h181661195,nathan,paul,roodhouse,m,24.0,9/9/1995, 10  Glass  Street ,Sale,3850.0,VIC,,nathan.roodhouse@hotmail.com,masters-degree,legal-professional,104506.0, 8589  6584  1055  7145 ,6.0,2019-05-15T11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,
R41255682,e145128265,jalila,grace,lindsey,f,11.0,30/8/2009, 138  wallarah  road  oasis  caravan  park ,kanwal,2259.0,nsw, 02  8138  3754 ,engibgglhb@aol.com,primary-school,,0.0,,0.0,2020-03-06t03:58+00:00,,,,,,,,,,,,,,,,,,,,,,,
R92304918,e134920819,alfreda,lynn,stritch,f,25.0,16/2/1992, 4  Wran  Street ,Goulburn,2580.0,NSW, 02  7743  2127 ,jailifhija@aol.com,bachelor-degree,other-technician,137121.0, 8214  7755  2250  1056 ,9.0,2017-01-13T19:30+00:00,,,,,,,,,,,,,,,,,,,,,,,
R28052679,c178262905,ivey,,king,f,38.0,27/2/1982, 251  gooding  drive  braeside ,merrimac,4226.0,qld, 07  6689  8435 ,trhlsmranr@aol.com,advance-diploma,ict-technician,, 2776  3082  6998  1710 ,10.0,2011-11-19t23:47+00:00,rec-57934,ivey,nelson,king,f,32.0,27/2/1982, 7682  86951  1  1 , 251  gooding  drive  braeside ,merrimac,4226.0,qld, 07  6689  8435 ,trhlsmranr@aol.com,married-de-facto,170.0,63.0,21.79930795847751,78.0,113.0,1.0,nausea,2014-05-14t05:11+00:00
R00312701,i170031120,latiffany,,moxley,f,28.0,31/3/1992, 12  wills  street  skerman  chambers ,townsville,4810.0,qld, 07  0375  9894 ,fkfhnofarn@mail.com.au,senior-secondary-school,machinary-driver,9999.0, 2751  9728  8908  8939 ,8.0,2019-06-14t10:58+00:00,rec-52996,latiffany,rae,moxley,f,24.0,31/3/1992, 6123  94794  1  2 , 12  wills  street  skerman  chambers ,townsville,4810.0,qld, 07  0375  9894 ,fkfhnofarn@mail.com.au,married,182.0,94.0,28.378215191402003,79.0,207.0,0.0,query-urinary-tract-infection,2016-02-13t06:51+00:00
R38716487,i186137847,bobby,devon,brickhouse,f,20.0,11/2/2000, 18  north  buderim  boulevard  village  green ,buderim,4556.0,qld, 07  7482  5323 ,brickhouse.bobby@hotmail.com,certificate-ii,other-service-worker,77595.0, 8315  5214  4448  9173 ,1.0,2020-07-22t14:41+00:00,rec-78049,bobby,devon,brickhouse,f,17.0,11/2/2000, 7309  94984  2  2 , 18  north  buderim  boulevard  village  green ,buderim,4556.0,qld,,brickhouse.bobby@hotmail.com,married,177.0,73.0,23.301094832264035,73.0,155.0,0.0,low-energy,2017-10-03t02:13+00:00
R72432469,g137642942,kenneth,lynn,mclean,f,39.0,27/10/1981, 15  virginia  street  corona ,newtown,3220.0,vic, 03  0939  4517 ,kenneth44@yahoo.com,senior-secondary-school,taxi-driver,9999.0, 1250  2661  2268  9920 ,19.0,2019-11-26t19:49+00:00,rec-86365,kenneth,lynn,mclean,f,32.0,27/10/1981, 9847  56630  2  2 , 5  lowthers  lane  morgans  reserve ,tumut,2720.0,nsw, 02  4253  5450 ,,married,186.0,104.0,30.061278760550348,65.0,228.0,0.0,prostatitis,2013-05-21t02:32+00:00
R18903927,d102319879,john,walter,hull,f,25.0,14/3/1995, 7  springfield  avenue  carinthia , potts  point ,2011.0,nsw, 02  9488  8419 ,irbrkcqnka@aol.com,advance-diploma,legal-professional,119147.0, 9078  4797  1773  7121 ,6.0,2020-05-08t23:05+00:00,rec-73057,john,walter,hull,f,20.0,14/3/1995, 7384  39006  1  3 , 6  wark  street  birrell  court ,hughes,2605.0,act, 02  5000  2490 ,irbrkcqnka@aol.com,not-married,199.0,99.0,24.999368702810536,70.0,73.0,0.0,loss-of-appetite,2015-01-16t02:53+00:00
R47723869,h132678794,donald,weldon,ngo,f,64.0,30/5/1956, 1  macquarie  street  bennelong  apartments ,sydney,2000.0,nsw,,donald.ngo@gmail.com,graduate-diploma,legislator,9999.0, 2560  0567  3970  7366 ,45.0,2020-03-21t04:39+00:00,rec-92156,donald,weldon,ngo,f,57.0,30/5/1956, 8756  49266  1  1 , 12  day  road  section ,lameroo,5302.0,sa,,,married-de-facto,166.0,120.0,43.54768471476267,74.0,234.0,0.0,ear-wax-built-up,2013-03-04t04:16+00:00
R92938178,a182938179,michael,bruce,griffey,f,42.0,30/12/1977, 1  Maloney  Street ,Wanniassa,2903.0,ACT, 02  2064  3114 ,griffey.michael@mail.com,certificate-i,clerical-worker,38498.0, 8366  2341  6192  4249 ,24.0,2019-06-09T09:25+00:00,,,,,,,,,,,,,,,,,,,,,,,
R89351701,i191105738,billy,russell,pennick,m,13.0,7/2/2007, 159  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  5819  3763 ,billy.pennick@mail.com,secondary-school,,0.0,,0.0,2020-01-06t01:08+00:00,rec-18237,billy,russell,pennick,f,6.0,7/2/2007, 7879  18166  1  2 , 304  mulga  drive  east  drive ,parklands,6210.0,wa, 08  5819  3763 ,billy.pennick@mail.com,,111.0,99.0,80.35062089116141,78.0,158.0,0.0,fingers-numbing,2013-07-14t07:10+00:00
R71326400,d101062473,daniel,,ott,f,26.0,10/5/1994, 1  victoria  street  strathburn ,warwick,4370.0,qld, 07  4351  1985 ,ott.daniel@aol.com,graduate-diploma,education-professional,9999.0, 1993  4404  6141  7056 ,7.0,2020-04-21t03:59+00:00,rec-79239,daniel,miller,ott,f,18.0,10/5/1994, 1245  62318  2  3 , 20  hospital  street  abbeyfield  house ,babinda,4861.0,qld,,ott.daniel@aol.com,married-de-facto,181.0,56.0,17.09349531455084,87.0,201.0,0.0,low-energy,2012-01-18t14:23+00:00
R91586403,a184961530,rodney,royster,morris,f,28.0,9/2/1992, 20  kirkston  place  silkwood  estate , pine  mountain ,4306.0,qld,,rodney.morris@mail.com,certificate-i,secretary,39216.0, 5801  8277  9433  6646 ,9.0,2020-02-23t18:54+00:00,rec-69864,rodney,royster,morris,f,22.0,9/2/1992, 2491  75869  1  2 , 116  karalta  road  villa  251 ,erina,2250.0,nsw, 02  8446  7082 ,rodney.morris.mail.com,not-married,176.0,62.0,20.015495867768596,73.0,108.0,0.0,shingles,2014-12-04t24:45+00:00
R95308812,b190582138,pamela,j,mcmahan,f,59.0,14/11/1961, 37  marathon  street  marathon  mews ,aspley,4034.0,qld, 07  4867  2556 ,ppgkkttiem@hotmail.com,certificate-iv,construction-worker,54796.0, 7007  4331  5482  0560 ,39.0,2019-05-15t24:02+00:00,rec-66188,pamela,j,mcmahan,f,54.0,14/11/1961, 6681  43537  1  2 , 25  thomas  gill  avenue  mira  monte ,urrbrae,5064.0,sa,,ppgkkttiem@hotmail.com,married,192.0,122.0,33.09461805555556,74.0,320.0,0.0,left-elbow-bursitis,2015-08-24t18:06+00:00
R96702490,h127609409,desdemonia,,nichele,f,26.0,15/12/1994, 1  spring  gully  road  yalca ,wodonga,3690.0,vic, 03  7442  9306 ,nichele.desdemonia@hotmail.com,graduate-certificate,health-professional,133103.0, 7810  3084  9997  6461 ,7.0,2020-07-13t06:43+00:00,rec-56772,desdemonia,stevens,nichele,f,20.0,15/12/1994, 6625  34494  1  2 , 129  kambrook  road  00129001rd  kambrook , caulfield  south ,3162.0,vic, 03  9289  9644 ,,separated,183.0,139.0,41.506166203828116,76.0,178.0,0.0,flu,2014-08-26t11:53+00:00
R06440161,i106046141,charles,o'brian,tharp,f,53.0,25/8/1967, 5  daytons  drive  kelara ,ranelagh,7109.0,tas, 03  7671  9440 ,charles.tharp@gmail.com,certificate-iii,ict-technician,128033.0, 4593  1273  0298  4608 ,33.0,2019-02-27t22:58+00:00,rec-76067,charles,o'brian,tharp,f,50.0,25/8/1967, 1529  55690  2  1 , 5  daytons  drive  kelara ,ranelagh,,tas,,charles.tharp@gmail.com,married,173.0,57.0,19.045073340238563,74.0,187.0,0.0,benign-prostatic-hypertrophy,2017-02-18t11:33+00:00
R60160373,d103630167,frances,sevynne,summers,f,26.0,12/2/1994, 10  moorallie  drive  moorallie ,adelong,2729.0,nsw, 02  6918  0231 ,pqlmqajipl@hotmail.com,secondary-school,shop-assistent,6828.0, 1745  5924  6248  2176 ,7.0,2020-04-22t17:44+00:00,rec-3030,frances,sevynne,summers,m,18.0,12/2/1994, 5918  10750  1  2 , 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt,,pqlmqajipl@hotmail.com,married,179.0,99.0,30.8979120501857,77.0,141.0,0.0,diarrhea,2012-04-09t09:50+00:00
R17399077,a107917973,william,omorah,adams,f,47.0,3/3/1973, 2  jersey  street  flt  2 ,balwyn,3103.0,vic, 03  7165  5646 ,,bachelor-degree,other-technician,, 8211  9674  2679  2045 ,27.0,2019-07-23t09:37+00:00,rec-91529,william,omorah,adams,m,39.0,3/3/1973, 7630  62558  2  2 , 26  bent  street  woorayl  conveyancing ,leongatha,3953.0,vic, 03  7165  5646 ,william77@mail.com,married-de-facto,169.0,133.0,46.56699695388817,70.0,177.0,0.0,sore-throat,2012-04-05t07:54+00:00
R31238031,b101831233,donald,christopher,rhodes,m,62.0,23/12/1958, 153  dunedoo  road  chevron  park ,dubbo,2830.0,nsw,,donald64@mail.com,senior-secondary-school,other-labourer,12458.0, 7066  5934  3656  4214 ,43.0,2020-06-19t07:53+00:00,rec-31024,donald,christopher,rhodes,m,53.0,23/12/1958, 1498  41090  1  2 , 95  paxton  street  flt  1 , malvern  east ,3148.0,vic,,donald64.mail.com,married-de-facto,180.0,94.0,29.012345679012345,73.0,208.0,0.0,uri,2011-06-16t10:30+00:00
R63252605,f150362652,dorothy,thompson,craven,f,69.0,15/9/1951, 17  university  avenue  palm  plaza ,palmerston,830.0,nt, 08  9635  8820 ,craven.dorothy@yahoo.com,secondary-school,machinary-driver,16703.0, 8739  5078  1706  2581 ,50.0,2020-07-11t12:04+00:00,rec-36887,dorothy,thompson,craven,f,66.0,15/9/1951, 4689  19312  2  1 , 17  university  avenue  palm  plaza ,palmerston,830.0,nt, 08  9635  8820 ,craven.dorothy@yahoo.com,divorced,169.0,99.0,34.6626518679318,85.0,167.0,0.0,diarrhea,2017-03-17t22:43+00:00
R03091786,b183910067,regis,eugene,pruner,m,20.0,14/4/2000, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  2270  3426 ,pruner87@yahoo.com,bachelor-degree,other-technician,, 2968  6987  6082  5500 ,1.0,2020-03-05t22:36+00:00,rec-60984,regis,eugene,pruner,m,17.0,14/4/2000, 5978  47530  2  3 , 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  2270  3426 ,pruner87@yahoo.com,married,178.0,65.0,20.515086478979924,75.0,153.0,0.0,insomnia,2017-09-26t02:27+00:00
R75780155,i158057175,alvin,gary,mccollum,f,32.0,3/9/1988, 1  murrays  run  road  big  wallabadah ,laguna,2325.0,nsw, 02  8730  2901 ,mccollum.alvin@mail.com,certificate-iv,ict-technician,9999.0, 9574  4761  1309  1609 ,11.0,2018-07-02t14:38+00:00,rec-79350,alvin,,mccollum,f,26.0,3/9/1988, 5666  32665  2  2 , 1  murrays  run  road  big  wallabadah ,laguna,,nsw,,mccollum.alvin@mail.com,married,196.0,67.0,17.440649729279468,79.0,170.0,0.0,heart-palpitations-inc.-of-cough-&-dizziness,2014-09-12t07:32+00:00
R47065879,a168794570,david,wayne,murray,f,20.0,8/12/2000, 205  gore  highway  ebrose ,pampas,4352.0,qld, 07  7988  8331 ,murray.david@mail.com.au,certificate-iv,automotive-worker,65864.0, 1505  3582  9019  9826 ,1.0,2020-03-10t03:07+00:00,rec-96938,david,wayne,murray,m,10.0,8/12/2000, 2529  21130  2  2 , 205  gore  highway  ebrose ,pampas,4352.0,qld, 07  7988  8331 ,murray.david.mail.com.au,married,146.0,42.0,19.703509101144682,82.0,76.0,0.0,coughing,2013-08-08t13:19+00:00
R67430459,f154074693,daniel,h,brown,f,34.0,1/4/1986, 75  colooli  road  cutler  vlge ,narrabeen,2101.0,nsw,,daniel.brown@mail.com,senior-secondary-school,taxi-driver,, 5064  9525  5672  8520 ,4.0,2009-11-20t01:43+00:00,rec-75284,daniel,h,brown,f,28.0,1/4/1986, 3538  24869  1  2 , 75  colooli  road  cutler  vlge ,narrabeen,,nsw,,daniel.brown.mail.com,separated,174.0,95.0,31.37798916633637,75.0,152.0,0.0,neck-pain,2015-12-11t18:11+00:00
R32853873,d138872335,barbara,rivenbark,haines,f,5.0,27/4/2015, 21  lake  weyba  drive  lagouna  retirement ,noosaville,4566.0,qld, 07  0724  9120 ,barbara8@hotmail.com,pre-school,,,,0.0,2020-02-21t07:42+00:00,rec-17298,barbara,rivenbark,haines,f,5.0,27/4/2015, 5193  26157  2  3 , 21  lake  weyba  drive  lagouna  retirement ,noosaville,4566.0,qld, 07  0724  9120 ,barbara8@hotmail.com,,108.0,17.0,14.574759945130314,89.0,107.0,0.0,coughing,2020-02-08t17:52+00:00
R99698216,e112899966,rhodes,dean,haire,f,44.0,15/10/1976, 55  wetherby  road  flea , howard  springs ,835.0,nt, 08  0899  9963 ,rhodes.haire@gmail.com,certificate-ii,health-support-worker,64134.0, 6984  0285  5799  3732 ,25.0,2020-07-16t07:29+00:00,rec-73107,rhodes,dean,haire,f,40.0,15/10/1976, 6690  57961  2  1 , 67  hind  avenue  villa  flora ,forster,2428.0,nsw, 02  0285  0797 ,rhodes.haire@gmail.com,not-married,196.0,145.0,37.744689712619746,74.0,81.0,0.0,upper-respiratory-tract-infection,2016-03-05t20:43+00:00
R08571294,d152814097,jammie,frank,laton,m,47.0,17/5/1973, 203  kamilaroo  avenue  lakeside  leisure  park , lake  munmorah ,2259.0,nsw, 02  1998  8420 ,ocihqseaal@mail.com.au,certificate-iv,ict-technician,93167.0, 3072  4560  5009  2921 ,28.0,2020-04-05t02:09+00:00,rec-10205,jammie,frank,laton,m,47.0,17/5/1973, 9869  55780  1  2 , 203  kamilaroo  avenue  lakeside  leisure  park , lake  munmorah ,2259.0,nsw, 02  1998  8420 ,ocihqseaal@mail.com.au,married,186.0,68.0,19.65545149728292,76.0,293.0,0.0,cellulitis-of-right-leg-laceration,2020-04-01t15:30+00:00
R19365209,e193605912,richard,ben,schlier,m,41.0,19/4/1979, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt,,richard99@aol.com,diploma,ict-technician,9999.0, 2793  9859  3650  0303 ,22.0,2020-03-10t02:12+00:00,rec-27149,richard,ben,schlier,m,40.0,19/4/1979, 8550  99239  2  2 , 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt,,,married-de-facto,187.0,106.0,30.312562555406213,77.0,132.0,0.0,query-food-poisoning,2019-12-22t06:03+00:00
R77482997,c197287974,kyle,edmond,herbin,m,55.0,28/4/1962, 2  Oxley  Place ,Batehaven,2536.0,NSW, 02  3533  6282 ,herbin79@mail.com.au,diploma,automotive-worker,78974.0, 9567  2563  6971  6004 ,38.0,2016-02-20T03:37+00:00,,,,,,,,,,,,,,,,,,,,,,,
R55528111,e155581121,chaundra,coats,moore,f,7.0,11/8/2013, 1  alpine  way  jillamtong ,jindabyne,2627.0,nsw, 02  2769  1429 ,moore.chaundra@mail.com.au,primary-school,,9999.0,,0.0,2020-06-17t18:22+00:00,rec-61132,chaundra,,moore,f,7.0,11/8/2013, 5009  81714  2  3 , 1  alpine  way  jillamtong ,jindabyne,,nsw,,moore.chaundra@mail.com.au,,115.0,33.0,24.952741020793955,75.0,167.0,0.0,l-eye-cataract-removal,2020-05-07t13:46+00:00
R61788839,d116887983,sherry,marie,slightom,f,22.0,13/2/1998, 1  woodward  street  dp  668989 ,orange,2800.0,nsw, 02  6756  9633 ,sherry.slightom@mail.com,bachelor-degree,legal-professional,121839.0, 4403  2460  3090  8904 ,3.0,2020-07-27t18:46+00:00,rec-66460,sherry,marie,slightom,f,15.0,13/2/1998, 4782  87581  1  2 , 1  woodward  street  dp  668989 ,orange,,nsw, 02  6756  9633 ,sherry.slightom@mail.com,married,169.0,65.0,22.758306781975424,78.0,188.0,0.0,epistaxis,2013-02-18t11:07+00:00
R19605993,d161939059,tabitha,schafer,vestal,f,51.0,6/8/1969, 16  moore  street  the  globe , civic  square ,2608.0,act, 02  5947  3935 ,gskdmnishd@mail.com,certificate-ii,construction-worker,84117.0, 7714  1045  8517  8139 ,32.0,2020-01-16t20:43+00:00,rec-9498,tabitha,,vestal,f,43.0,6/8/1969, 3112  80423  1  2 , 8  bourne  street  bourne  gardns ,cook,,act,,,married-de-facto,179.0,135.0,42.13351643207141,73.0,257.0,0.0,musculoskeletal-pain,2015-02-11t14:13+00:00
R14245484,d144414852,kelli,dean,anthony,f,16.0,28/3/2004, 47  boondilla  road  villa  2 , the  entrance ,2261.0,nsw, 02  6665  7339 ,anthony32@yahoo.com,senior-secondary-school,casual-worker,0.0, 3279  0274  5843  5091 ,3.0,2020-07-13t14:41+00:00,rec-55755,kelli,dean,anthony,f,13.0,28/3/2004, 6441  73904  2  3 , 47  boondilla  road  villa  2 , the  entrance ,2261.0,nsw, 02  6665  7339 ,anthony32.yahoo.com,,173.0,83.0,27.732299776136855,80.0,227.0,1.0,neck-soreness,2018-06-12t22:05+00:00
R40515004,a154040510,bounthavy,,wiggins,m,67.0,25/11/1953, 44  lorraine  avenue  berkeley  retirement  vlge , berkeley  vale ,2261.0,nsw, 02  5238  4112 ,bounthavy.wiggins@hotmail.com,advance-diploma,art-media-professional,9999.0, 8569  9210  4291  4955 ,45.0,2017-08-19t20:05+00:00,rec-16034,bounthavy,scott,wiggins,m,63.0,25/11/1953, 1894  32982  1  2 , 44  lorraine  avenue  berkeley  retirement  vlge , berkeley  vale ,2261.0,nsw, 02  5238  4112 ,,married,175.0,99.0,32.326530612244895,73.0,202.0,0.0,diarrhea,2016-05-21t14:08+00:00
R26824961,i166814922,russell,jason,hoell,f,68.0,20/7/1952, 15  buhgoona  road  broadwater  court ,kincumber,2251.0,nsw, 02  5356  1186 ,hoell.russell@mail.com.au,certificate-i,clerical-worker,37014.0, 8765  6949  3144  5639 ,48.0,2019-07-04t15:16+00:00,rec-92693,russell,jason,hoell,f,66.0,20/7/1952, 5796  73823  2  2 , 15  buhgoona  road  broadwater  court ,kincumber,2251.0,nsw,,hoell.russell@mail.com.au,not-married,169.0,67.0,23.458562375266975,70.0,245.0,0.0,dry-mouth,2018-12-13t06:29+00:00
R03389738,f183837390,james,meredith,neely,f,47.0,4/9/1973, 2  beachmont-jardine  road  tarlington ,beechmont,4211.0,qld, 07  9454  4505 ,james.neely@gmail.com,diploma,engineering-worker,63861.0, 0615  1278  7647  9579 ,28.0,2020-01-18t11:27+00:00,rec-91948,james,meredith,neely,f,45.0,4/9/1973, 1595  52559  2  2 , 2  beachmont-jardine  road  tarlington ,beechmont,4211.0,qld, 07  9454  4505 ,james.neely@gmail.com,married-de-facto,178.0,144.0,45.44880696881707,75.0,174.0,0.0,low-energy,2018-07-21t24:19+00:00
R74857972,f178477529,christine,ann,greene,f,56.0,26/4/1963, 1  Oldknow  Crescent , Singleton  Heights ,2330.0,NSW, 02  0671  0078 ,christine.rogers@mail.com.au,senior-secondary-school,other-labourer,9999.0, 9628  2987  9114  2049 ,37.0,2018-10-26T13:24+00:00,,,,,,,,,,,,,,,,,,,,,,,
R79670110,b101707169,julio,cole,morse,f,15.0,25/10/2005, 20  strangways  street  curtin  chmbrs ,curtin,2605.0,act, 02  8607  0265 ,morse.julio@aol.com,secondary-school,,0.0,,0.0,2020-07-08t15:47+00:00,rec-93990,julio,cole,morse,f,8.0,25/10/2005, 8854  88302  1  2 , 161  strickland  crescent  canberra  specialist  centre ,deakin,2600.0,act,,morse.julio@aol.com,,127.0,39.0,24.18004836009672,71.0,151.0,0.0,partial-cervical-compression,2013-07-05t24:18+00:00
R83505078,e107385580,mark,hedrick,whiting,m,16.0,20/2/2004, 18  north  buderim  boulevard  village  green ,buderim,4556.0,qld, 07  0361  5962 ,mark64@yahoo.com,senior-secondary-school,casual-worker,, 3628  2361  3534  7825 ,3.0,2020-03-11t04:22+00:00,rec-8762,mark,hedrick,whiting,m,9.0,20/2/2004, 4981  55495  1  2 , 258  spring  street  the  yukana  retirement  vlge ,toowoomba,4350.0,qld,,mark64.yahoo.com,,155.0,46.0,19.14672216441207,72.0,125.0,0.0,fall,2016-05-01t19:31+00:00
R93806474,g164783490,joshua,michael,webster,f,28.0,16/4/1992, 100  laws  drive  elm  vale ,kialla,3631.0,vic, 03  9158  1826 ,bfjpsiloii@mail.com.au,senior-secondary-school,other-clerical-worker,46084.0, 8365  5693  3855  5283 ,3.0,2014-02-18t12:47+00:00,rec-96610,joshua,michael,webster,f,20.0,16/4/1992, 3067  89650  2  2 , 100  laws  drive  elm  vale ,kialla,,vic, 03  9158  1826 ,bfjpsiloii.mail.com.au,married,184.0,100.0,29.536862003780715,73.0,89.0,0.0,hospitalization-for-weakness,2014-01-14t07:09+00:00
R64449331,c196433144,wendy,virginia,cratch,f,76.0,31/5/1944, 31  southern  cross  circuit  riverside  garden ,douglas,4814.0,qld, 07  1456  8237 ,cratch.wendy@yahoo.com,advance-diploma,ict-technician,9999.0, 9381  7684  6133  6684 ,56.0,2019-08-11t06:23+00:00,rec-50133,wendy,virginia,cratch,f,74.0,31/5/1944, 1160  19357  1  1 , 31  southern  cross  circuit  riverside  garden ,douglas,4814.0,qld,,cratch.wendy@yahoo.com,not-married,181.0,76.0,23.198315069747565,78.0,267.0,0.0,irritability,2018-12-18t22:26+00:00
R83117222,c122182137,patricia,alexandria,hardin,f,78.0,25/10/1942, 1  sunnydale  road  cominella ,strathalbyn,5255.0,sa, 08  7492  5557 ,patricia.hardin@gmail.com,diploma,re-tired,9999.0, 6492  8151  3718  4449 ,45.0,2020-05-13t21:35+00:00,rec-28824,patricia,alexandria,hardin,f,73.0,25/10/1942, 3952  66997  2  1 , 1  sunnydale  road  cominella ,strathalbyn,,sa,,patricia.hardin@gmail.com,married,179.0,105.0,32.770512780499985,78.0,192.0,1.0,insomnia,2015-06-11t03:48+00:00
R91804727,a114770289,ricky,stephen,turner,m,89.0,7/3/1928, 27  evans  road  lakefront  vlge ,toukley,2263.0,nsw, 02  4032  2673 ,ricky68@mail.com,diploma,re-tired,0.0, 6311  0370  1273  1601 ,45.0,2017-10-08T18:30+00:00,,,,,,,,,,,,,,,,,,,,,,,
R32862197,e117822369,joe,james,rios,f,21.0,12/5/1995, 11  mittagang  road  platypus  gds ,cooma,2630.0,nsw,,rios.joe@gmail.com,masters-degree,art-media-professional,, 6476  3072  3094  4647 ,6.0,2016-04-13T04:48+00:00,,,,,,,,,,,,,,,,,,,,,,,
R71045906,e179541060,mina,,harris,f,77.0,4/4/1943, 94  wollomombi  road  village  road ,wollomombi,2350.0,nsw, 02  0485  2918 ,mina47@gmail.com,advance-diploma,re-tired,9999.0, 7343  6196  9928  1832 ,45.0,2019-01-08t06:19+00:00,rec-69686,mina,harlin,harris,m,75.0,4/4/1943, 9062  95093  2  2 , 94  wollomombi  road  village  road ,wollomombi,2350.0,nsw, 02  0485  2918 ,mina47@gmail.com,not-married,175.0,72.0,23.510204081632654,81.0,192.0,0.0,allergy-symptoms,2018-03-25t06:53+00:00
R61460379,h197636410,david,thomas,parker,f,7.0,4/5/2013, 438  dean  street  mt  archer  medical  centre , north  rockhampton ,4701.0,qld, 07  4553  6705 ,,primary-school,,0.0,,0.0,2020-05-13t09:29+00:00,rec-70260,david,thomas,parker,f,7.0,4/5/2013, 8759  75360  1  3 , 438  dean  street  mt  archer  medical  centre , north  rockhampton ,4701.0,qld,,david.parker@mail.com,,116.0,27.0,20.065398335315102,73.0,154.0,0.0,urinary-frequency,2020-01-11t17:58+00:00
R98545075,a157059854,donald,lee,meeks,f,31.0,14/6/1987, 10  Wills  Street , Glen  Iris ,3146.0,VIC, 03  6659  1526 ,,certificate-iv,automotive-worker,74735.0, 4637  3490  6605  7854 ,13.0,2017-04-05T06:13+00:00,,,,,,,,,,,,,,,,,,,,,,,
R09771182,d172781019,brandi,brown,young,f,50.0,4/4/1966, Highland  Drive ,Julatten,4871.0,QLD, 07  1126  1148 ,brandi.blevins@mail.com,bachelor-degree,health-professional,84309.0, 8106  3246  3060  1228 ,35.0,2016-10-13T02:04+00:00,,,,,,,,,,,,,,,,,,,,,,,
R64669653,g169645663,dion,n,gibbons,f,27.0,9/8/1993, 48  the  mall  paspalis  centrepoint ,darwin,800.0,nt, 08  9546  1707 ,dion.gibbons@aol.com,secondary-school,casual-worker,6771.0, 1549  4929  4929  5716 ,8.0,2020-01-10t20:55+00:00,rec-43815,dion,n,gibbons,f,25.0,9/8/1993, 3236  51728  2  3 , 48  the  mall  paspalis  centrepoint ,darwin,,nt,,dion.gibbons@aol.com,married,196.0,99.0,25.770512286547273,79.0,330.0,0.0,insomnia,2018-02-09t24:34+00:00
R79506483,b106954738,sheldon,linville,greer,m,56.0,8/4/1964, 157  marconi  street  villa  116  henry  kendall  bayside , bonnells  bay ,2264.0,nsw, 02  8777  8843 ,sheldon100@yahoo.com,bachelor-degree,legal-professional,131431.0, 4447  5462  3272  8790 ,37.0,2020-03-16t10:24+00:00,rec-46929,sheldon,linville,greer,m,51.0,8/4/1964, 3557  57637  2  2 , 9003  bass  highway  diamantina  lodge ,latrobe,7307.0,tas, 03  4073  5731 ,sheldon100@yahoo.com,married,188.0,138.0,39.04481665912178,72.0,210.0,0.0,hearing-aids,2015-07-15t23:06+00:00
R05431103,c104013135,robert,hugh,wease,f,36.0,10/11/1984, 4  wiltja  court  hodgson  place ,pearce,2607.0,act, 02  4626  5397 ,fdhokieggs@aol.com,bachelor-degree,ict-technician,, 8976  3759  1302  7531 ,17.0,2020-03-10t05:04+00:00,rec-91683,robert,hugh,wease,f,31.0,10/11/1984, 6806  27310  1  2 , 60  marcus  clarke  street  advance  bank  centre ,canberra,2601.0,act, 02  4626  5397 ,,married,192.0,75.0,20.345052083333332,74.0,177.0,0.0,swollen-knee,2016-08-16t09:22+00:00
