rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-54641,a118500041,barbara,caroll,stroisch,f,56,24/5/1956, 3674  50393  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  3641  5619 ,,married,188,115,32,80,124,0,headache,2015-06-16t17:16+00:00
rec-27262,a148924563,ronald,thomas,tift,m,44,9/10/1968, 3286  77251  1  1 , 80  the  esplanade  colonial  townhouse ,darwin,0800,nt,,ronald27@aol.com,separated,193,135,36,75,116,0,back-soreness-at-puncture-site,2012-04-03t10:12+00:00
rec-4328,f186134321,melba,leigh,murray,f,52,22/7/1965, 6242  67886  1  2 , 6  charlmay  street  milla-lee ,toowoomba,4350,qld, 07  4482  0875 ,,not-married,196,115,29,79,188,0,fall,2017-01-04t20:07+00:00
rec-39354,f129445318,geovanni,mccoy,steelman,m,26,24/1/1990, 5842  51069  1  2 , 57  lisle  street  lisle  ldge , mount  claremont ,6010,wa, 08  2781  9585 ,fqoqtefpft@gmail.com,married-de-facto,184,116,34,72,162,0,vomiting,2016-12-03t05:48+00:00
rec-84964,e157445516,charles,harry,bahnick,f,65,13/12/1948, 4695  68866  1  1 , 300  west  street  westridge  shopping  centre ,toowoomba,4350,qld,,bahnick.charles@mail.com,married-de-facto,180,116,35,75,112,0,death,2013-11-15t11:30+00:00
rec-89909,f172195471,robert,barry,wilhelm,f,25,25/4/1991, 8013  47794  1  3 , 267  fenton  street  yallambee  village ,mundaring,,wa, 08  8686  0319 ,robert.wilhelm.mail.com.au,not-married,165,91,33,72,108,0,gastrointestinal-bleed,2016-03-12t11:39+00:00
rec-18316,g155790000,hubert,allen,enderle,m,23,20/1/1993, 7677  81086  1  2 , 687  pacific  highway  gaytime  caravn  park , belmont  south ,2280,nsw, 02  7545  3389 ,enderle42@gmail.com,divorced,184,135,39,74,230,0,sprained-foot,2016-01-20t20:52+00:00
rec-37162,c156388373,maryjane,lashea,blay,f,46,25/5/1969, 9568  92575  2  2 , 105  argyle  street  riverlea , little  river ,3211,vic,,fokfrqeron@gmail.com,married,167,68,24,79,191,0,intermittent-coughing,2015-08-13t07:17+00:00
rec-9307,d191742588,kevin,steven,meyers,m,27,24/1/1988, 1948  13160  2  1 , 3805  point  nepean  road  seaways ,portsea,3944,vic,,kevin9@mail.com.au,married-de-facto,179,87,27,77,197,0,bilateral-hearing-loss,2015-02-04t07:25+00:00
rec-55400,i139749434,elizabeth,ann,sports,f,43,13/1/1972, 1879  57720  2  1 , 14  batch  court  drayton  exchange ,toowoomba,4350,qld, 07  0857  8852 ,fdciqqfkfs@aol.com,not-married,193,84,22,79,181,0,fall,2015-08-25t12:13+00:00
rec-45895,d149540797,beulah,mitchell,mcilwaine,f,36,16/12/1979, 6067  42701  2  2 , 217  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa,,,separated,194,-99,32,69,136,0,fingernail-infection,2015-12-15t19:19+00:00
rec-75460,d135744089,michael,rudolph,bass,m,43,12/8/1970, 8099  65305  2  2 , 40  parap  road  finance  house ,darwin,0800,nt, 08  5756  4785 ,bass51@mail.com,not-married,177,121,38,70,253,0,agitation,2013-04-05t12:13+00:00
rec-72585,f194317351,michael,f,westry,f,19,23/8/1997, 1280  51452  2  3 , 73  bent  street  the  grange ,cooma,2630,nsw, 02  9563  4861 ,,not-married,175,140,45,74,169,0,peripheral-vascular-disease-diagnosed,2016-12-21t21:26+00:00
rec-46802,c139189095,kenly,edward,howard,m,12,29/11/2000, 5163  45526  1  3 , 215  perkins  road  barsoom ,neurum,,qld,,,not-married,159,-99,17,72,243,0,cellulitis--r-ankle,2012-01-02t02:10+00:00
rec-81685,i169431760,brandon,eugene,johnston,f,52,20/3/1968, 9911  40333  2  2 , 7  keith  lane  level  one , fannie  bay ,0820,nt, 08  9780  9221 ,johnston7@gmail.com,married,190,107,29,70,132,0,pulmonary-nodule,2020-01-27t10:02+00:00
rec-49820,f171216633,donna,michellehandy,stone,f,63,1/6/1956, 3608  72297  1  1 , 103  byrnes  road  banyanda ,woodside,3874,vic, 03  9576  4761 ,donna79@yahoo.com,married,174,78,25,74,205,0,vomiting-(stomach-bug),2019-10-20t02:07+00:00
rec-10533,g132994976,ronnie,l,hunter,m,11,17/6/2005, 5565  72180  2  2 , 1  croome  lane  short  st  (cnr  first  ave)  &  albion  park  r ,unanderra,,nsw, 02  7589  1775 ,ronnie.hunter@yahoo.com,n/a,125,51,32,82,153,0,prolapsed-vagina,2016-02-27t19:10+00:00
rec-10969,h145002632,troy,,penn,m,10,6/1/2003, 4194  39460  1  3 , 844  ferry  street  dockside  marina  b , kangaroo  point ,4169,qld,,,n/a,124,29,18,74,172,0,right-shoulder-pain,2013-09-01t09:54+00:00
rec-87536,i149318466,tyler,charles,littlejohn,f,7,23/1/2013, 1295  85993  2  2 , 150  rockhampton  road  caprion  retiement ,yeppoon,4703,qld, 07  2896  6821 ,tyler.littlejohn@mail.com,n/a,118,27,19,74,131,0,musculoskelatal-pain;-hip,2020-07-02t13:13+00:00
rec-55498,b110004466,stephen,dewitt,proffitt,m,26,21/7/1986, 6260  63903  1  1 , 4  koala  town  drive  riverview  terraces ,coomera,4209,qld, 07  7483  1085 ,stephen.proffitt@yahoo.com,married-de-facto,199,84,21,77,38,0,abdominal-discomfort,2012-09-06t13:46+00:00
rec-26305,a157711369,steven,todd,broady,m,35,11/6/1981, 6873  66121  1  2 , 157  marconi  street  villa  211 , bonnells  bay ,,nsw,,,not-married,184,105,31,75,83,0,bilateral-cracked-ribs,2016-05-25t23:40+00:00
rec-4977,a188364279,taylor,joseph,smith,m,23,13/11/1992, 1072  84640  1  2 , 16  broughton  street  fairholme ,singleton,2330,nsw, 02  8649  1499 ,taylor.smith@mail.com.au,married,189,-99,23,78,80,0,urinary-frequency,2015-03-17t05:33+00:00
rec-43015,c102006702,teresa,b,towe,f,56,4/7/1960, 3765  25390  2  2 , 13  cavenagh  street  carpentaria  house ,darwin,0800,nt, 08  8145  7318 ,,married-de-facto,196,60,15,74,153,0,ble-aneurysms,2016-04-03t11:31+00:00
rec-44302,h188244156,marlee,pretlow,finkley,m,23,25/12/1989, 8955  74402  1  3 , 40  breen  street  lakeview ,murtoa,3390,vic, 03  6098  5669 ,finkley17@hotmail.com,not-married,181,140,42,76,220,1,headache,2012-05-05t19:20+00:00
rec-48178,c107341970,cecil,bradley,garner,m,39,18/11/1979, 2617  45082  2  2 , 3651  mt  lindesay  highway  greenbank  garden , park  ridge ,4125,qld, 07  9953  0011 ,shrhfonrei@gmail.com,married,184,-99,23,79,209,0,intermittent-chest-pain,2018-09-15t10:19+00:00
rec-22831,b143895868,amanda,lansing,stanley,f,11,17/4/2007, 7089  78715  1  2 , 1  franklin  road  villa  2 ,cherrybrook,2126,nsw, 02  6947  0665 ,,n/a,154,42,17,76,108,0,headache,2018-03-22t04:36+00:00
rec-41965,g168880385,malcolm,wayne,nachman,m,17,8/2/1998, 4349  13536  1  2 , 68  abbott  street  virginia  house ,cairns,4870,qld, 07  9116  2874 ,,married,182,85,25,73,192,0,major-depressive-disorder,2015-01-03t12:39+00:00
rec-63701,h102872671,beverly,kristine,patterson,f,68,14/8/1949, 6266  28211  2  1 , 46  epping  avenue  beronia  gdns ,eastwood,,nsw, 02  1846  4375 ,njikgkmrnk@yahoo.com,married-de-facto,168,101,35,67,236,0,fall,2017-04-05t17:46+00:00
rec-44263,h114612122,donald,carl,winstead,m,39,12/11/1976, 5708  72097  1  1 , 5  frederick  street  st  vincent's  hospital ,launceston,7250,tas, 03  3328  7506 ,mqkasipnsb@yahoo.com,married-de-facto,187,138,39,69,172,0,fall,2015-11-17t05:53+00:00
rec-7605,g187260050,george,,thornton,m,57,4/3/1957, 2903  80136  1  2 , 38  king  street  avalon , the  rock ,,nsw, 02  2800  2575 ,,separated,173,145,48,74,146,0,depressed-mood,2017-01-07t01:35+00:00
rec-52369,a196695607,john,blake,yeager,f,14,28/7/1998, 6917  41995  1  2 , 13  pine  avenue  swan  cottage  homes ,bentley,,wa, 08  1896  4290 ,john.yeager@mail.com.au,divorced,157,53,21,76,180,0,dizziness,2012-01-12t11:31+00:00
rec-78690,b139583130,francisco,leon,beatty,f,10,22/11/2004, 6471  33317  2  2 , 1  johneva  avenue  rose  leigh ,wodonga,,vic, 03  0471  8826 ,beatty96@gmail.com,n/a,139,-99,18,76,146,0,drowsiness,2014-05-19t16:47+00:00
rec-36874,f191319736,srujana,jean,schildwachter,f,11,21/11/2005, 3104  11454  1  2 , 6  miller  street  palm  garden  villas ,bundaberg,4670,qld,,schildwachter24@hotmail.com,n/a,150,37,16,74,272,0,dry-mouth,2016-12-01t08:31+00:00
rec-54585,g100007202,angie,g,stephens,f,27,26/5/1992, 8563  42435  2  2 , 41  port  rush  parade  raafa  estate , meadow  springs ,6210,wa,,,married,184,97,28,70,143,0,dry-mouth,2019-05-21t15:45+00:00
rec-3590,f171227354,aaron,davis,byrd,m,27,24/11/1987, 4119  78618  1  1 , 287  todd  avenue  blue  horizon ,yeppoon,,qld,,aaron68@yahoo.com,not-married,181,145,44,73,188,0,musculoskeletal-pain,2014-01-25t13:31+00:00
rec-44076,e114074257,angela,hannah,rhinehardt,f,69,26/8/1943, 9794  66115  1  1 , 5  daytons  drive  kelara ,ranelagh,,tas, 03  4550  4025 ,,married-de-facto,167,126,45,74,152,0,osteoarthritis-right-knee-&-elbow,2015-12-25t22:54+00:00
rec-43621,b196983463,doris,ann,begley,m,56,9/6/1960, 7826  53053  2  2 , 1  hardcastle  road  finis  river , dundee  beach ,0840,nt,,doris.begley@mail.com,separated,197,85,21,78,299,0,bicep-tendon-tear,2016-03-13t09:04+00:00
rec-65507,f179460957,christopher,eugene,peele,m,29,30/9/1987, 3228  24238  2  2 , 30  st  andrews  place  apt  705 , east  melbourne ,,vic,,,not-married,178,74,23,69,145,0,ankle-swelling,2016-08-15t12:48+00:00
rec-53422,f137056595,carolyn,elizabeth,posey,f,16,1/11/2001, 9701  94000  2  2 , 1  clark  place  gleneagles  est ,kambah,2902,act, 02  3790  3778 ,posey77@mail.com.au,divorced,161,70,27,80,113,0,food-poisoning-with-nausea-and-vomiting,2017-02-11t12:06+00:00
rec-34164,b140779985,ted,irving,jeffords,m,44,2/3/1965, 3738  62569  1  2 , 1  old  smokey  road  kurrumboola ,neridup,,wa, 08  6484  8277 ,,married,190,72,19,82,181,0,increased-urinary-frequency,2012-06-08t14:09+00:00
rec-86435,d123088558,peter,,southern,f,20,30/8/1997, 6988  54384  2  2 , 17  university  avenue  palm  plaza ,palmerston,0830,nt, 08  8002  0979 ,peter54@aol.com,married,180,-99,25,75,182,0,l-eye-cataract-removal,2017-04-03t15:26+00:00
rec-2724,f112292274,melanie,angela-marzette,mills,f,71,16/1/1945, 2353  37812  2  2 , 70  alfred  street  apt  18c  grandview , milsons  point ,2061,nsw,,mills76@gmail.com,married,191,81,22,71,92,0,blurred-vision,2016-12-04t14:03+00:00
rec-56841,a136177363,hayden,roger,talbot,m,66,1/12/1948, 5843  46196  1  2 , 1550  inglewood-powlett  plains  road  cooinda , powlett  plains ,3517,vic, 03  7361  7258 ,,married,173,133,44,75,76,0,episodic-loc-of-several-seconds-duration-on-two-occasions-with-a-fall.,2016-02-03t02:33+00:00
rec-16759,g105091533,robert,james,jones,m,51,27/12/1965, 3965  31525  2  1 , 85  hester  street  cambrai  village ,merriwa,6030,wa, 08  9731  0841 ,jones.robert@aol.com,not-married,168,121,42,76,240,0,high-cholesterol,2016-07-05t19:10+00:00
rec-60400,f152065276,mark,joseph,cheap,m,79,20/1/1937, 8452  87949  1  2 , 1  esplanade  street  thompsons  beach ,dublin,5501,sa,,actilhickq@hotmail.com,not-married,197,103,26,76,122,1,sleep-apnea,2016-01-18t02:13+00:00
rec-86005,e181231136,shamar,blaine,pantley,f,57,16/6/1960, 2984  62444  2  1 , 1  redpoll  court  maryville  downs , lower  chittering ,6084,wa,,pantley.shamar@yahoo.com,married-de-facto,185,64,18,78,117,0,depressed-mood,2017-04-07t14:57+00:00
rec-60190,f158994593,james,,pena,m,45,9/4/1973, 5742  49022  2  2 , 1  hardcastle  road  finis  river , dundee  beach ,0840,nt, 08  5459  7126 ,fksdmkdink@gmail.com,married,178,67,21,71,136,0,bruising-from-blow-to-head,2018-07-09t07:15+00:00
rec-68897,f146372676,pearl,p,adams,f,52,10/11/1964, 9013  34106  2  1 , 4  nairn  court  highland  park ,nerang,4211,qld,,,married,185,114,33,76,173,0,muscle-ache-in-left-arm,2016-01-03t23:32+00:00
rec-5638,h182159730,stephanie,daley,prevo,f,17,6/10/1998, 6107  12293  2  3 , 29  mayfield  street  flt  5 , st  kilda  east ,3183,vic, 03  6182  5319 ,,separated,181,93,28,76,188,0,low-energy,2015-08-26t11:23+00:00
rec-32736,e139881263,dion,robin,felice,m,60,2/5/1955, 1749  10062  1  1 , 39  the  esplanade  wild  cattle  island ,gladstone,4680,qld, 07  1007  7437 ,dion41.mail.com.au,not-married,196,107,27,77,252,0,gum-surgery,2015-01-05t20:09+00:00
rec-58823,i181599455,geraldine,faw,wynn,f,10,5/3/2006, 3621  43622  2  3 , 98  bayview  street  unt  46  stradbroke  court , runaway  bay ,4216,qld, 07  0855  3827 ,,n/a,134,46,25,77,51,0,worsening-depression,2016-06-11t05:13+00:00
rec-89041,i174065955,russell,wadsworth,seyfried,f,58,18/10/1959, 5348  55880  1  1 , 55  evans  road  lakefront  retirement  vlge ,toukley,,nsw, 02  3918  9857 ,seyfried.russell@aol.com,married,193,97,26,74,179,0,drowsiness,2017-01-11t19:10+00:00
rec-97615,h167310438,gary,glen,paschal,f,56,16/7/1961, 8446  60041  1  2 , 185  barrington  west  road  mt  alexander ,barrington,,nsw,,gary69@mail.com.au,not-married,174,126,41,82,177,0,dizziness,2017-05-10t04:35+00:00
rec-17343,e101599566,harry,ethan,marano,m,57,3/11/1963, 2136  52762  1  1 , 5  harrys  road  rivendell , arthurs  creek ,3099,vic,,,married-de-facto,169,70,24,76,187,0,coughing,2020-06-18t09:46+00:00
rec-76293,e116228219,derrick,daniel,flynn,f,25,15/3/1990, 1705  21146  2  3 , 15  kirban  street  biggagarden ,coonabarabran,2357,nsw,,flynn100@mail.com.au,married,188,148,41,76,159,0,anemia,2015-09-14t24:13+00:00
rec-70702,a188141504,daniel,neal,niemeyer,f,48,22/12/1965, 3231  16380  1  2 , 1  dubbo  street  clanville ,coonamble,2829,nsw,,,married-de-facto,194,113,30,82,164,0,high-bp,2013-02-01t22:04+00:00
rec-69884,c174769945,andrew,gregory,james,f,16,30/6/1997, 1170  98746  2  3 , 1  barrett  drive  floreat  village , alice  springs ,0870,nt,,andrew63@gmail.com,married,166,80,29,82,311,0,plantar-fasciitis,2013-10-26t24:56+00:00
rec-46990,f198880106,briana,marie,gurule,f,68,22/9/1948, 1635  22778  1  2 , 2  museum  drive  old  timers , alice  springs ,,nt, 08  3662  5326 ,agptefrnec@gmail.com,married-de-facto,188,140,39,82,107,0,low-ejection-fraction,2016-05-05t02:09+00:00
rec-43137,h154826501,martin,,steele,m,16,2/3/2000, 3747  26057  2  2 , 297  trippe  road  lakewood  estate , humpty  doo ,0836,nt, 08  1594  8630 ,steele.martin@mail.com,not-married,171,81,27,77,209,0,lower-back-rash,2016-03-24t08:32+00:00
rec-65145,g190545427,margaret,suzanne,smith,f,4,19/11/2008, 7793  82458  2  2 , 9  owen  avenue  thornbury , baulkham  hills ,2153,nsw,,smith82@hotmail.com,n/a,95,17,18,76,218,0,coughing,2012-12-24t02:03+00:00
rec-4458,d164027471,glenn,paul,mariano,m,46,6/1/1966, 1863  63930  1  1 , 1  cornelius  crescent  maranu  park ,healesville,,vic,,,married,175,78,25,78,138,0,coughing,2012-03-24t24:39+00:00
rec-69119,c106646372,nellie,sluder,wishom,f,6,23/6/2014, 1697  44163  2  3 , 22  mitchell  street  central  specialist  clinic ,darwin,0800,nt, 08  5361  9001 ,wishom.nellie@gmail.com,n/a,110,24,19,78,219,0,rectal-bleeding,2020-05-16t03:55+00:00
rec-69,b105171869,richard,stephen,gonza,m,5,14/8/2009, 7687  79603  2  3 , 10  taroona  avenue  malonga  park ,burnie,7320,tas, 03  0596  7071 ,,n/a,113,-99,14,68,184,0,bilateral-hand-pain,2014-06-26t24:46+00:00
rec-5374,g159124693,megan,ann,harke,f,16,18/7/1998, 7165  95640  1  2 , 3270  bucketts  way  rombo  farm ,craven,,nsw,,megan50.yahoo.com,married,177,89,28,77,230,1,abdominal-discomfort,2016-01-23t19:35+00:00
rec-41235,g116990230,brenda,diane,palmer,f,47,5/11/1965, 9169  15638  2  1 , 259  christine  avenue  louarna  place , burleigh  waters ,4220,qld,,brenda.palmer@yahoo.com,married,196,-99,15,80,166,0,post-lp-schoulder-pain,2012-07-10t17:32+00:00
rec-42566,c190588506,walter,ray,danner,m,74,22/5/1943, 8885  95716  2  1 , 17  university  avenue  palm  plaza ,palmerston,0830,nt,,walter.danner@gmail.com,married-de-facto,170,140,48,72,251,0,discomfort-at-the-site---sensitivity,2017-02-05t05:02+00:00
rec-46682,h171195072,michael,lyndon,graham,m,62,8/1/1958, 3455  84578  2  1 , 73  guernsey  street  mill  house ,scone,2337,nsw, 02  4729  2346 ,jpqcanrsjp@aol.com,not-married,194,61,16,68,305,0,coughing,2020-01-04t21:09+00:00
rec-32750,d157309826,douglas,reuben,koontz,m,19,27/8/1997, 7296  40577  1  2 , 15  lake  street  courtlands  hostel , north  parramatta ,2151,nsw, 02  7357  7608 ,douglas13@gmail.com,separated,170,97,33,80,126,0,rash,2016-02-03t02:27+00:00
rec-14273,f187008691,timothy,sterling,fausz,m,71,9/2/1947, 2675  59285  1  1 , 375  east  kurrajong  road  sec  1 , kurrajong  east ,,nsw,,,married-de-facto,186,131,37,74,111,0,wandering,2018-10-25t09:46+00:00
rec-35273,b143042563,samantha,furr,turley,f,32,15/7/1986, 7819  21242  2  1 , 362  high  street  cent  city  caravan  park , golden  square ,3555,vic,,samantha.turley@aol.com,married,188,62,17,80,111,0,low-red-blood-cells,2018-04-08t02:48+00:00
rec-27938,e182250576,douglas,allen,barcellona,m,48,31/8/1966, 7042  71167  2  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  1326  9276 ,,married-de-facto,191,89,24,70,185,0,constipation,2014-12-04t09:09+00:00
rec-96542,e109406544,timothy,tucker,reed,f,28,7/4/1987, 9169  16850  1  1 , 2  mcphail  street  isabella  est ,edmonton,4869,qld, 07  7088  4456 ,reed1@aol.com,separated,182,95,28,75,191,0,rectal-bleeding,2015-12-19t14:21+00:00
rec-67148,b122443535,jaron,gerardo,svoboda,m,64,18/4/1951, 6781  88770  2  1 , 9  lady  belmore  drive  villa  1 ,toormina,2452,nsw, 02  8006  6115 ,jaron70@mail.com.au,married,191,120,32,76,164,0,stye-right-eye,2015-03-23t06:48+00:00
rec-8805,b179444707,pamela,b,holman,m,9,18/11/2005, 5941  33755  2  3 , 712  middle  tea  tree  road  royston ,teatree,7017,tas,,,n/a,124,29,18,73,129,0,precancerous-lesion-removed-from-face,2014-08-24t02:08+00:00
rec-30618,d130811526,ryan,j,childress,m,27,1/1/1986, 8636  40322  2  2 , 28  beaumont  crescent  the  ridgeway ,queanbeyan,2620,nsw,,,married-de-facto,174,63,20,71,114,0,fall,2013-10-10t08:17+00:00
rec-39156,g178145560,tracey,r,saint,f,27,26/2/1986, 2683  45526  1  1 , 79  fassifern  street  ettalong  vlge ,ettalong,2257,nsw,,tracey85@gmail.com,not-married,178,104,32,76,208,1,knee-pain,2013-10-02t12:16+00:00
rec-4877,i120285174,andrew,svend,cannon,f,27,13/4/1989, 1204  21687  1  2 , 5  daytons  drive  kelara ,ranelagh,7109,tas,,andrew.cannon.hotmail.com,married,179,86,26,68,148,0,hypercholesteroleme,2016-08-10t23:58+00:00
rec-92686,g135576615,patrick,jamar,hove,f,59,29/8/1958, 5005  34926  1  2 , 40  mingbool  road  sec  629 , mount  gambier ,5290,sa, 08  9680  0299 ,patrick2@gmail.com,married,188,105,29,70,203,0,constipation,2017-11-13t03:21+00:00
rec-53887,e182199104,akram,lawrence,williams,m,55,25/3/1963, 3478  30666  2  2 , 30  frost  road  seawind  village , anna  bay ,2316,nsw,,akram2@mail.com.au,not-married,174,78,25,73,160,0,dry-skin-face,2018-09-04t15:59+00:00
rec-47319,b106576623,brenda,sullivan,peinado,f,52,18/12/1964, 8613  78635  2  1 , 258  lyons  street  mater  dei ,westcourt,4870,qld, 07  4824  6004 ,heoaornnlr@aol.com,not-married,176,99,31,73,283,0,fall,2016-06-02t23:40+00:00
rec-14578,i197848613,mary,brady,willis,f,11,9/9/2004, 8561  73999  2  2 , 206  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa,,mary.willis@mail.com.au,n/a,147,49,22,71,180,0,weight-loss,2015-02-13t05:10+00:00
rec-29353,g128021893,stephen,antwanell,hendrix,m,7,13/7/2013, 5007  89563  1  3 , 21  carrara  street  pindara  medical  centre ,benowa,4217,qld,,,n/a,112,20,15,75,113,0,unsteady-gait,2020-03-20t02:46+00:00
rec-93361,f189200427,andrew,lee,moore,f,48,28/10/1966, 9636  13070  1  1 , 225  coghlan  road  ingleden  park ,widgelli,,nsw, 02  9597  1908 ,andrew64@mail.com.au,married-de-facto,171,75,25,77,218,0,urinary-frequency,2014-02-11t08:46+00:00
rec-22602,a137216999,jeremy,m,kenney,m,59,16/8/1956, 7610  63823  1  2 , 98  service  east  road  pacific  palms ,burpengary,4505,qld, 07  3114  8747 ,kenney.jeremy@gmail.com,married-de-facto,170,-99,20,71,192,0,right-shoulder-pain,2015-01-09t09:02+00:00
rec-6009,d171837843,elizabeth,goins,perry,f,45,18/5/1971, 6776  18656  2  1 , 62  victoria  street  norfolk  house , victor  harbor ,,sa,,lhnqcjlhdg.mail.com.au,married,186,148,42,71,208,0,uti,2016-11-16t15:11+00:00
rec-24810,g111299744,anthony,clark,hoosier,m,47,1/3/1966, 5890  25284  2  1 , 70  school  road  russell  down ,bellbrae,3228,vic, 03  5353  4394 ,qgbonslmaf@mail.com.au,not-married,166,-99,45,80,229,0,diarrhea,2013-08-12t21:43+00:00
rec-42788,b112580683,joshua,,burton,f,16,15/4/1997, 6293  91405  1  2 , 206  kunama  road  etham  cottage ,batlow,2730,nsw, 02  2401  7928 ,,married,183,59,17,69,173,1,headache,2013-01-14t23:04+00:00
rec-30456,h150839795,matthew,edward,ybarra,m,29,17/2/1982, 7742  96288  2  2 , 1  cushing  avenue  john  curtin  hostel ,creswick,3363,vic, 03  1094  8391 ,ybarra49.mail.com.au,married-de-facto,191,72,19,72,243,0,chest-tightness,2012-07-25t15:20+00:00
rec-99686,i123196799,kenneth,grant,bumbarger,f,42,14/9/1974, 2657  44428  1  1 , 6  the  pinnacle  glenview , port  macquarie ,2444,nsw, 02  6701  7376 ,kenneth.bumbarger@mail.com.au,married-de-facto,173,63,21,78,161,0,urinary-frequency,2016-05-03t16:55+00:00
rec-87395,a140510658,rodney,s,spain,f,68,21/8/1949, 8851  43510  2  1 , 80  the  esplanade  colonial  townhouse ,darwin,0800,nt, 08  3672  6451 ,ffhcjeignk@gmail.com,married,195,87,22,71,127,1,inflammation-of-the-achiles-tendon,2017-04-21t19:51+00:00
rec-90924,e173213830,richard,eric,gambill,m,39,27/8/1979, 1361  26576  1  2 , 45  sunrise  avenue  bevington  vlge ,budgewoi,,nsw,,,married-de-facto,194,98,26,76,154,0,cystocele,2018-08-18t16:05+00:00
rec-38567,d119133582,dean,alfred,burke,m,65,8/4/1951, 9776  98701  1  2 , 2  lewin  street  lewin  lodge ,springwood,2777,nsw, 02  7929  3742 ,burke.dean@gmail.com,married,173,130,43,74,165,0,dizziness,2016-04-05t01:34+00:00
rec-34558,f144158270,craig,travis,hunt,m,24,23/11/1992, 4628  77234  1  3 , 3839  great  western  highway  badger  brush ,yetholme,2795,nsw, 02  2418  1523 ,hunt.craig@yahoo.com,not-married,168,-99,20,73,178,0,relapse-of-chronic-myelocytic-leukemia-requiring-chemotherapy,2016-09-01t03:08+00:00
rec-25131,a134168566,stephanie,laine,mitchem,f,56,1/4/1960, 5275  39044  2  2 , 6  edward  street  tara ,cairns,,qld,,stephanie93@hotmail.com,married,192,-99,16,75,198,1,worsening-urinary-frequency,2016-05-05t12:07+00:00
rec-14541,e186651561,mary,gentle,crain,m,6,21/9/2009, 1380  28348  1  3 , 11  gordon  way  swan  cottages ,bentley,,wa,,,n/a,110,-99,19,77,114,0,left-torn-rotator-cuff,2015-08-17t12:53+00:00
rec-57418,i133931729,laurie,d,mccoy,f,35,4/9/1981, 6235  85686  2  2 , 71  gloucester  avenue  villa  19 ,belair,5052,sa, 08  5732  7728 ,laurie.mccoy@mail.com.au,married,182,82,24,65,144,0,bilateral-rib-pain,2016-07-02t17:50+00:00
rec-70459,f161482327,timothy,allen,hooker,f,5,13/12/2006, 3527  68774  1  2 , 5  davisons  place  flt  7 ,melbourne,3000,vic, 03  6070  8700 ,timothy.hooker@mail.com,n/a,110,17,14,78,170,0,urinary-frequency,2011-07-06t13:42+00:00
rec-48522,g122828815,tori,michelle,beekman,f,44,15/3/1968, 4254  46828  1  1 , 5  harrys  road  rivendell , arthurs  creek ,3099,vic, 03  1708  1012 ,tori6.aol.com,divorced,195,145,38,81,203,0,crying,2015-10-08t10:47+00:00
rec-82716,d173927110,deshawn,steven,miller,f,28,22/10/1988, 3442  24669  2  1 , 16  broughton  street  fairholme ,singleton,,nsw, 02  0738  1202 ,miller52@gmail.com,not-married,194,64,17,73,143,0,bruising,2016-05-09t16:24+00:00
rec-33642,i164598074,nicholas,,avery,m,76,13/6/1936, 5841  75579  1  2 , 3  cowlishaw  street  lakeview  house ,tuggeranong,2900,act, 02  8008  5421 ,,married-de-facto,168,60,21,76,184,0,drowsiness,2012-08-27t09:17+00:00
rec-1281,d145232064,rosalind,lyn,monroe,f,57,30/3/1959, 7009  54744  1  1 , 21  browns  road  crest  of  the  hill , main  ridge ,3928,vic, 03  9958  4893 ,,married,176,-99,43,76,138,0,non-specific-st-abnormalities-on-ecg,2016-02-21t07:02+00:00
rec-54292,d160409821,clara,hodges,chaffin,f,30,7/11/1988, 1402  87682  1  1 , 1  lagoon  road  house  106 ,berrimah,0828,nt,,clara51@hotmail.com,married,193,115,30,82,157,0,insomnia,2018-12-10t15:18+00:00
rec-41567,g145402619,philip,harold,harris,m,11,31/7/2004, 6503  73382  1  3 , 189  torroner  road  ortawenah ,winnaleah,7265,tas, 03  4035  1817 ,harris.philip@mail.com.au,n/a,149,63,28,74,150,0,arthritis-pain--fingers,2015-06-05t03:15+00:00
rec-99290,d132009467,derrick,george,pelsue,f,39,18/10/1976, 9691  99473  2  2 , 16  skeldale  wynd  heritage  manor  est ,morwell,3840,vic, 03  6649  0121 ,derrick.pelsue@mail.com,married,192,107,29,80,133,0,had-a-fall-while-on-vacation-in-england,2015-12-06t01:33+00:00
rec-75864,d171462849,ryan,harris,kresge,f,22,23/6/1994, 2560  84815  2  3 , 1  wards  road  tranquility ,ripley,4306,qld, 07  6023  4189 ,jrtljkcnik@mail.com.au,married,179,64,19,82,234,0,urinary-incontinence,2016-08-23t03:19+00:00
rec-87696,i103853525,napoleon,r,patrick,f,40,10/11/1979, 2658  33761  2  2 , 12  hillville  road  breconshire  estate ,tinonee,2430,nsw,,otooaojjpt@mail.com.au,married-de-facto,176,-99,42,71,150,0,subject-started-taking-lexapro-for-mild-depression,2019-07-02t04:02+00:00
